Accuracy,number_questionnaires,data_length,plannedId,file_name,activity
0.998250072913629,1,24001,5242,emaLabel_ACTIVPAL_2121.csv,standing
0,1,6001,5272,emaLabel_ACTIVPAL_2121.csv,sitting
0,1,6001,5272,emaLabel_ACTIVPAL_2121.csv,cycling
1,1,6001,5273,emaLabel_ACTIVPAL_2121.csv,running
0.796200633227795,1,6001,5278,emaLabel_ACTIVPAL_2121.csv,walking
1,1,24001,5286,emaLabel_ACTIVPAL_2121.csv,sitting
0.0369938343609398,1,6001,5489,emaLabel_ACTIVPAL_2121.csv,sitting
0.457757040493251,1,6001,5489,emaLabel_ACTIVPAL_2121.csv,cycling
1,1,24001,5494,emaLabel_ACTIVPAL_2121.csv,sitting
0.789701716380603,1,6001,6721,emaLabel_ACTIVPAL_2121.csv,walking
1,1,6001,6726,emaLabel_ACTIVPAL_2121.csv,running
0,1,6001,6729,emaLabel_ACTIVPAL_2121.csv,sitting
0.786368938510248,1,6001,6729,emaLabel_ACTIVPAL_2121.csv,cycling
0,1,6001,6738,emaLabel_ACTIVPAL_2121.csv,sitting
1,1,6001,6738,emaLabel_ACTIVPAL_2121.csv,cycling
0.944842526245626,1,6001,6739,emaLabel_ACTIVPAL_2121.csv,running
0.689218463589402,1,6001,6743,emaLabel_ACTIVPAL_2121.csv,walking
1,1,24001,6750,emaLabel_ACTIVPAL_2121.csv,sitting
0.581069821696384,1,6001,6765,emaLabel_ACTIVPAL_2121.csv,walking
1,1,24001,6779,emaLabel_ACTIVPAL_2121.csv,sitting
1,1,24001,6801,emaLabel_ACTIVPAL_2121.csv,sitting
0.769038493584403,1,6001,6828,emaLabel_ACTIVPAL_2121.csv,walking
0,1,6001,5049,emaLabel_ACTIVPAL_2122.csv,sitting
0.933677720379937,1,6001,5117,emaLabel_ACTIVPAL_2122.csv,walking
0.61051622849048,1,24001,5260,emaLabel_ACTIVPAL_2122.csv,standing
1,1,6001,6787,emaLabel_ACTIVPAL_2123.csv,walking
0.782036327278787,1,6001,6788,emaLabel_ACTIVPAL_2123.csv,walking
0.751041493084486,1,6001,6805,emaLabel_ACTIVPAL_2123.csv,walking
1,1,24001,6893,emaLabel_ACTIVPAL_2123.csv,sitting
0.963751510353735,1,24001,6909,emaLabel_ACTIVPAL_2123.csv,sitting
1,1,24001,6918,emaLabel_ACTIVPAL_2123.csv,sitting
1,1,24001,6929,emaLabel_ACTIVPAL_2123.csv,sitting
1,1,6001,6963,emaLabel_ACTIVPAL_2123.csv,walking
0.115647392101316,1,6001,6976,emaLabel_ACTIVPAL_2123.csv,sitting
1,1,24001,6981,emaLabel_ACTIVPAL_2123.csv,sitting
1,1,6001,7031,emaLabel_ACTIVPAL_2123.csv,walking
1,1,24001,7037,emaLabel_ACTIVPAL_2123.csv,sitting
0.618730211631395,1,6001,7041,emaLabel_ACTIVPAL_2123.csv,walking
0.591517020124162,1,24001,7046,emaLabel_ACTIVPAL_2123.csv,sitting
1,1,6001,7052,emaLabel_ACTIVPAL_2123.csv,walking
0.379603399433428,1,6001,7070,emaLabel_ACTIVPAL_2123.csv,walking
0,1,6001,7073,emaLabel_ACTIVPAL_2123.csv,sitting
1,1,24001,7080,emaLabel_ACTIVPAL_2123.csv,sitting
0.60723212797867,1,6001,7084,emaLabel_ACTIVPAL_2123.csv,running
1,1,6001,7085,emaLabel_ACTIVPAL_2123.csv,running
1,1,6001,7102,emaLabel_ACTIVPAL_2123.csv,walking
1,1,24001,7109,emaLabel_ACTIVPAL_2123.csv,sitting
0.955001874921878,1,24001,7115,emaLabel_ACTIVPAL_2123.csv,sitting
1,1,24001,7121,emaLabel_ACTIVPAL_2123.csv,sitting
0.991417024290655,1,24001,7150,emaLabel_ACTIVPAL_2123.csv,sitting
1,1,24001,7157,emaLabel_ACTIVPAL_2123.csv,sitting
0.13314447592068,1,6001,7161,emaLabel_ACTIVPAL_2123.csv,sitting
1,1,24001,7165,emaLabel_ACTIVPAL_2123.csv,sitting
0.159306782202966,1,6001,7166,emaLabel_ACTIVPAL_2123.csv,sitting
1,1,24001,7169,emaLabel_ACTIVPAL_2123.csv,sitting
1,1,6001,7187,emaLabel_ACTIVPAL_2123.csv,walking
1,1,24001,7193,emaLabel_ACTIVPAL_2123.csv,sitting
1,1,24001,7199,emaLabel_ACTIVPAL_2123.csv,sitting
0.901183136143976,1,6001,7202,emaLabel_ACTIVPAL_2123.csv,walking
1,1,6001,7215,emaLabel_ACTIVPAL_2123.csv,walking
0,1,6001,7218,emaLabel_ACTIVPAL_2123.csv,sitting
1,1,24001,7223,emaLabel_ACTIVPAL_2123.csv,sitting
1,1,6001,7224,emaLabel_ACTIVPAL_2123.csv,running
0,1,6001,7225,emaLabel_ACTIVPAL_2123.csv,sitting
0,1,6001,4894,emaLabel_ACTIVPAL_2124.csv,sitting
0,1,6001,4894,emaLabel_ACTIVPAL_2124.csv,cycling
0,1,6001,4922,emaLabel_ACTIVPAL_2124.csv,sitting
0.94750874854191,1,6001,4922,emaLabel_ACTIVPAL_2124.csv,walking
0,1,24001,4929,emaLabel_ACTIVPAL_2124.csv,sitting
0,1,6001,5035,emaLabel_ACTIVPAL_2124.csv,sitting
1,1,24001,5065,emaLabel_ACTIVPAL_2124.csv,sitting
1,1,6001,5071,emaLabel_ACTIVPAL_2124.csv,walking
0,1,6001,5080,emaLabel_ACTIVPAL_2124.csv,sitting
0,1,24001,5098,emaLabel_ACTIVPAL_2124.csv,sitting
0.887685385769039,1,6001,5105,emaLabel_ACTIVPAL_2124.csv,walking
0.836360606565572,1,6001,5154,emaLabel_ACTIVPAL_2124.csv,walking
1,1,24001,5178,emaLabel_ACTIVPAL_2124.csv,sitting
0.0513247792034661,1,6001,6775,emaLabel_ACTIVPAL_2124.csv,sitting
0.923836506812216,1,24001,6807,emaLabel_ACTIVPAL_2124.csv,sitting
0.615230794867522,1,6001,6919,emaLabel_ACTIVPAL_2124.csv,walking
0.769871688051991,1,6001,6937,emaLabel_ACTIVPAL_2124.csv,walking
1,1,6001,5008,emaLabel_ACTIVPAL_2125.csv,walking
0.0731544742542909,1,6001,5021,emaLabel_ACTIVPAL_2125.csv,sitting
1,1,24001,5186,emaLabel_ACTIVPAL_2125.csv,sitting
0.681053157807032,1,6001,5221,emaLabel_ACTIVPAL_2125.csv,walking
0.693217797033828,1,6001,5248,emaLabel_ACTIVPAL_2125.csv,walking
0.828028661889685,1,6001,5437,emaLabel_ACTIVPAL_2125.csv,walking
0.944342609565072,1,6001,5463,emaLabel_ACTIVPAL_2125.csv,walking
0.697383769371771,1,6001,5504,emaLabel_ACTIVPAL_2125.csv,walking
0.794034327612065,1,6001,5515,emaLabel_ACTIVPAL_2125.csv,walking
1,1,24001,6728,emaLabel_ACTIVPAL_2125.csv,sitting
0.6760539910015,1,6001,6748,emaLabel_ACTIVPAL_2125.csv,walking
0.90384935844026,1,6001,6770,emaLabel_ACTIVPAL_2125.csv,walking
0.804032661223129,1,6001,4888,emaLabel_ACTIVPAL_2126.csv,walking
1,1,6001,4911,emaLabel_ACTIVPAL_2126.csv,walking
0.103982669555074,1,6001,5018,emaLabel_ACTIVPAL_2126.csv,sitting
1,1,24001,5022,emaLabel_ACTIVPAL_2126.csv,sitting
1,1,6001,5029,emaLabel_ACTIVPAL_2126.csv,walking
0.618563572737877,1,6001,5036,emaLabel_ACTIVPAL_2126.csv,walking
1,1,24001,5055,emaLabel_ACTIVPAL_2126.csv,sitting
0,1,24001,5089,emaLabel_ACTIVPAL_2126.csv,exercising
0.110814864189302,1,6001,5115,emaLabel_ACTIVPAL_2126.csv,sitting
0.970338276953841,1,6001,5134,emaLabel_ACTIVPAL_2126.csv,walking
0.987583850672889,1,24001,5143,emaLabel_ACTIVPAL_2126.csv,sitting
0.967168034665222,1,24001,5169,emaLabel_ACTIVPAL_2126.csv,sitting
0.97633727712048,1,6001,5199,emaLabel_ACTIVPAL_2126.csv,walking
0,1,6001,5225,emaLabel_ACTIVPAL_2126.csv,sitting
0.973504415930678,1,6001,5234,emaLabel_ACTIVPAL_2126.csv,walking
0.994500229157118,1,24001,5243,emaLabel_ACTIVPAL_2126.csv,standing
0.790034994167639,1,6001,5431,emaLabel_ACTIVPAL_2126.csv,walking
0.717845089787925,1,24001,5433,emaLabel_ACTIVPAL_2126.csv,sitting
0,1,6001,5455,emaLabel_ACTIVPAL_2126.csv,sitting
0.934010998166972,1,6001,5455,emaLabel_ACTIVPAL_2126.csv,walking
0,1,24001,5467,emaLabel_ACTIVPAL_2126.csv,sitting
1,1,24001,5512,emaLabel_ACTIVPAL_2126.csv,sitting
0,1,6001,6716,emaLabel_ACTIVPAL_2126.csv,sitting
0.760206632227962,1,6001,6905,emaLabel_ACTIVPAL_2126.csv,walking
1,1,24001,6973,emaLabel_ACTIVPAL_2128.csv,sitting
0.705049158473588,1,6001,7033,emaLabel_ACTIVPAL_2128.csv,walking
0,1,24001,7110,emaLabel_ACTIVPAL_2128.csv,sitting
0.274954174304283,1,6001,7113,emaLabel_ACTIVPAL_2128.csv,sitting
0,1,6001,7140,emaLabel_ACTIVPAL_2128.csv,sitting
1,1,24001,7148,emaLabel_ACTIVPAL_2128.csv,sitting
0,1,6001,5456,emaLabel_ACTIVPAL_2129.csv,sitting
0,1,6001,5456,emaLabel_ACTIVPAL_2129.csv,cycling
0.990875380192492,1,24001,6705,emaLabel_ACTIVPAL_2129.csv,sitting
0.546935544352319,1,24001,7512,emaLabel_ACTIVPAL_2132.csv,sitting
1,1,24001,7520,emaLabel_ACTIVPAL_2132.csv,sitting
0.917347108815197,1,6001,7523,emaLabel_ACTIVPAL_2132.csv,walking
1,1,24001,7525,emaLabel_ACTIVPAL_2132.csv,sitting
1,1,24001,7809,emaLabel_ACTIVPAL_2132.csv,sitting
0.938002583225699,1,24001,7832,emaLabel_ACTIVPAL_2132.csv,sitting
0,1,24001,7863,emaLabel_ACTIVPAL_2132.csv,sitting
1,1,24001,7894,emaLabel_ACTIVPAL_2132.csv,sitting
1,1,24001,7907,emaLabel_ACTIVPAL_2132.csv,sitting
0.982667388858798,1,24001,7964,emaLabel_ACTIVPAL_2132.csv,sitting
1,1,24001,8201,emaLabel_ACTIVPAL_2132.csv,sitting
1,1,24001,8238,emaLabel_ACTIVPAL_2132.csv,sitting
0.878020329945009,1,6001,7848,emaLabel_ACTIVPAL_2133.csv,walking
1,1,6001,7859,emaLabel_ACTIVPAL_2133.csv,walking
1,1,24001,7861,emaLabel_ACTIVPAL_2133.csv,sitting
0.836860523246126,1,6001,7865,emaLabel_ACTIVPAL_2133.csv,walking
1,1,24001,7871,emaLabel_ACTIVPAL_2133.csv,sitting
1,1,24001,8185,emaLabel_ACTIVPAL_2133.csv,sitting
1,1,24001,8230,emaLabel_ACTIVPAL_2133.csv,sitting
1,1,6001,8316,emaLabel_ACTIVPAL_2133.csv,walking
0.419857505937253,1,24001,8363,emaLabel_ACTIVPAL_2133.csv,sitting
1,1,24001,8450,emaLabel_ACTIVPAL_2133.csv,sitting
1,1,6001,8499,emaLabel_ACTIVPAL_2133.csv,walking
1,1,24001,8503,emaLabel_ACTIVPAL_2133.csv,sitting
0.991333694429399,1,24001,8514,emaLabel_ACTIVPAL_2133.csv,sitting
1,1,24001,7814,emaLabel_ACTIVPAL_2135.csv,sitting
1,1,24001,7834,emaLabel_ACTIVPAL_2135.csv,sitting
0.497187617182617,1,24001,7856,emaLabel_ACTIVPAL_2135.csv,sitting
1,1,24001,7867,emaLabel_ACTIVPAL_2135.csv,sitting
0.753541076487252,1,6001,7869,emaLabel_ACTIVPAL_2135.csv,walking
1,1,24001,7879,emaLabel_ACTIVPAL_2135.csv,sitting
0.712011999500021,1,24001,7902,emaLabel_ACTIVPAL_2135.csv,sitting
0.933086121411608,1,24001,7912,emaLabel_ACTIVPAL_2135.csv,sitting
1,1,24001,7967,emaLabel_ACTIVPAL_2135.csv,sitting
0.0846525579070155,1,6001,7969,emaLabel_ACTIVPAL_2135.csv,sitting
1,1,24001,8205,emaLabel_ACTIVPAL_2135.csv,sitting
1,1,24001,8311,emaLabel_ACTIVPAL_2135.csv,sitting
0,1,24001,8352,emaLabel_ACTIVPAL_2135.csv,sitting
0.971251197866756,1,24001,8452,emaLabel_ACTIVPAL_2135.csv,sitting
1,1,24001,8542,emaLabel_ACTIVPAL_2135.csv,sitting
0.661639098370901,1,24001,8192,emaLabel_ACTIVPAL_2136.csv,sitting
0.952085329777926,1,24001,8315,emaLabel_ACTIVPAL_2136.csv,sitting
0.825195800699883,1,6001,8367,emaLabel_ACTIVPAL_2136.csv,walking
1,1,24001,9075,emaLabel_ACTIVPAL_2136.csv,sitting
0.862839048372984,1,24001,9107,emaLabel_ACTIVPAL_2136.csv,sitting
0,1,6001,8220,emaLabel_ACTIVPAL_2137.csv,sitting
0,1,6001,8360,emaLabel_ACTIVPAL_2137.csv,sitting
0.981000791633682,1,24001,8482,emaLabel_ACTIVPAL_2137.csv,sitting
0.557073821029828,1,6001,8535,emaLabel_ACTIVPAL_2137.csv,exercising
0.697717047158807,1,6001,8545,emaLabel_ACTIVPAL_2137.csv,walking
1,1,24001,8605,emaLabel_ACTIVPAL_2137.csv,sitting
0.934844192634561,1,6001,8615,emaLabel_ACTIVPAL_2137.csv,walking
1,1,6001,8616,emaLabel_ACTIVPAL_2137.csv,walking
0,1,6001,8657,emaLabel_ACTIVPAL_2137.csv,sitting
1,1,24001,8660,emaLabel_ACTIVPAL_2137.csv,sitting
0.793034494250958,1,6001,8666,emaLabel_ACTIVPAL_2137.csv,walking
1,1,24001,8667,emaLabel_ACTIVPAL_2137.csv,sitting
1,1,6001,8843,emaLabel_ACTIVPAL_2137.csv,walking
1,1,24001,9093,emaLabel_ACTIVPAL_2137.csv,sitting
1,1,6001,9118,emaLabel_ACTIVPAL_2137.csv,running
0,1,6001,8211,emaLabel_ACTIVPAL_2138.csv,sitting
0.862856190634894,1,6001,8211,emaLabel_ACTIVPAL_2138.csv,walking
0,1,6001,8229,emaLabel_ACTIVPAL_2138.csv,sitting
0.198133644392601,1,6001,8240,emaLabel_ACTIVPAL_2138.csv,sitting
0.891018163639393,1,6001,8325,emaLabel_ACTIVPAL_2138.csv,cycling
0,1,6001,8459,emaLabel_ACTIVPAL_2138.csv,sitting
0.685885685719047,1,6001,8459,emaLabel_ACTIVPAL_2138.csv,cycling
0.0271238698387567,1,24001,8477,emaLabel_ACTIVPAL_2138.csv,sitting
0.598733544409265,1,6001,8487,emaLabel_ACTIVPAL_2138.csv,cycling
0.71154807532078,1,6001,8587,emaLabel_ACTIVPAL_2138.csv,walking
0.95634060989835,1,6001,8606,emaLabel_ACTIVPAL_2138.csv,walking
0.030832048664639,1,24001,8650,emaLabel_ACTIVPAL_2138.csv,sitting
0.149141809698384,1,6001,8813,emaLabel_ACTIVPAL_2138.csv,sitting
1,1,24001,9066,emaLabel_ACTIVPAL_2138.csv,sitting
0.131144809198467,1,6001,9112,emaLabel_ACTIVPAL_2138.csv,walking
0.605232461256457,1,6001,8364,emaLabel_ACTIVPAL_2139.csv,walking
1,1,6001,8442,emaLabel_ACTIVPAL_2139.csv,walking
0.984750635390192,1,24001,8496,emaLabel_ACTIVPAL_2139.csv,sitting
1,1,24001,8504,emaLabel_ACTIVPAL_2139.csv,sitting
1,1,6001,8516,emaLabel_ACTIVPAL_2139.csv,walking
1,1,24001,8559,emaLabel_ACTIVPAL_2139.csv,sitting
1,1,24001,8584,emaLabel_ACTIVPAL_2139.csv,sitting
1,1,24001,8593,emaLabel_ACTIVPAL_2139.csv,sitting
0.84835860689885,1,6001,8594,emaLabel_ACTIVPAL_2139.csv,walking
1,1,24001,8643,emaLabel_ACTIVPAL_2139.csv,sitting
1,1,24001,8811,emaLabel_ACTIVPAL_2139.csv,sitting
0,1,6001,8814,emaLabel_ACTIVPAL_2139.csv,sitting
1,1,24001,8851,emaLabel_ACTIVPAL_2139.csv,sitting
0,1,6001,8549,emaLabel_ACTIVPAL_2140.csv,sitting
0.849797925086455,1,24001,8567,emaLabel_ACTIVPAL_2140.csv,sitting
0.890504562309904,1,24001,8571,emaLabel_ACTIVPAL_2140.csv,sitting
0.977670388268622,1,6001,8600,emaLabel_ACTIVPAL_2140.csv,walking
1,1,6001,8629,emaLabel_ACTIVPAL_2140.csv,walking
0.93896087663014,1,24001,8635,emaLabel_ACTIVPAL_2140.csv,sitting
0.784035994001,1,6001,9074,emaLabel_ACTIVPAL_2140.csv,walking
1,1,24001,9426,emaLabel_ACTIVPAL_2140.csv,sitting
1,1,24001,8829,emaLabel_ACTIVPAL_2143.csv,sitting
0.641556601808258,1,24001,8836,emaLabel_ACTIVPAL_2143.csv,sitting
0,1,6001,9091,emaLabel_ACTIVPAL_2143.csv,sitting
1,1,24001,9101,emaLabel_ACTIVPAL_2143.csv,sitting
0,1,6001,9128,emaLabel_ACTIVPAL_2143.csv,sitting
1,1,24001,9135,emaLabel_ACTIVPAL_2143.csv,sitting
1,1,24001,9428,emaLabel_ACTIVPAL_2143.csv,sitting
0.994916878463397,1,24001,9469,emaLabel_ACTIVPAL_2143.csv,standing
0,1,6001,9581,emaLabel_ACTIVPAL_2143.csv,sitting
0.951341443092818,1,6001,9581,emaLabel_ACTIVPAL_2143.csv,walking
1,1,24001,9813,emaLabel_ACTIVPAL_2143.csv,sitting
1,1,24001,9824,emaLabel_ACTIVPAL_2143.csv,sitting
0,1,6001,9834,emaLabel_ACTIVPAL_2143.csv,sitting
0.733211131478087,1,6001,9834,emaLabel_ACTIVPAL_2143.csv,walking
0.580069988335277,1,6001,9875,emaLabel_ACTIVPAL_2143.csv,walking
1,1,24001,9885,emaLabel_ACTIVPAL_2143.csv,sitting
0.883519413431095,1,6001,9893,emaLabel_ACTIVPAL_2143.csv,running
0.937177137143809,1,6001,9983,emaLabel_ACTIVPAL_2143.csv,exercising
1,1,6001,10001,emaLabel_ACTIVPAL_2143.csv,walking
0.847025495750708,1,6001,10054,emaLabel_ACTIVPAL_2143.csv,walking
0,1,24001,10056,emaLabel_ACTIVPAL_2143.csv,sitting
0,1,6001,10377,emaLabel_ACTIVPAL_2143.csv,sitting
0.753874354274288,1,6001,10417,emaLabel_ACTIVPAL_2143.csv,walking
0.0514914180969838,1,6001,10462,emaLabel_ACTIVPAL_2143.csv,sitting
1,1,24001,9124,emaLabel_ACTIVPAL_2144.csv,sitting
0.522079653391102,1,6001,9129,emaLabel_ACTIVPAL_2144.csv,sitting
1,1,24001,9132,emaLabel_ACTIVPAL_2144.csv,sitting
1,1,24001,9434,emaLabel_ACTIVPAL_2144.csv,sitting
0,1,6001,9446,emaLabel_ACTIVPAL_2144.csv,sitting
1,1,24001,9447,emaLabel_ACTIVPAL_2144.csv,sitting
0.93784369271788,1,6001,9452,emaLabel_ACTIVPAL_2144.csv,walking
1,1,24001,9455,emaLabel_ACTIVPAL_2144.csv,sitting
1,1,24001,9470,emaLabel_ACTIVPAL_2144.csv,sitting
1,1,24001,9480,emaLabel_ACTIVPAL_2144.csv,sitting
1,1,24001,9654,emaLabel_ACTIVPAL_2144.csv,sitting
1,1,6001,9663,emaLabel_ACTIVPAL_2144.csv,walking
1,1,24001,9819,emaLabel_ACTIVPAL_2144.csv,sitting
1,1,24001,9832,emaLabel_ACTIVPAL_2144.csv,sitting
0.919680053324446,1,6001,9862,emaLabel_ACTIVPAL_2144.csv,walking
0.832361273121146,1,6001,9869,emaLabel_ACTIVPAL_2144.csv,walking
1,1,24001,9886,emaLabel_ACTIVPAL_2144.csv,sitting
0.908181969671721,1,6001,9913,emaLabel_ACTIVPAL_2144.csv,walking
1,1,24001,9979,emaLabel_ACTIVPAL_2144.csv,sitting
1,1,6001,9989,emaLabel_ACTIVPAL_2144.csv,walking
1,1,24001,9994,emaLabel_ACTIVPAL_2144.csv,sitting
0.0274954174304283,1,6001,10005,emaLabel_ACTIVPAL_2144.csv,sitting
0.121979670054991,1,6001,10070,emaLabel_ACTIVPAL_2144.csv,sitting
0.125312447925346,1,6001,10081,emaLabel_ACTIVPAL_2144.csv,sitting
1,1,24001,10098,emaLabel_ACTIVPAL_2144.csv,sitting
1,1,24001,10393,emaLabel_ACTIVPAL_2144.csv,sitting
0.879853357773704,1,6001,10480,emaLabel_ACTIVPAL_2144.csv,walking
1,1,24001,10482,emaLabel_ACTIVPAL_2144.csv,sitting
1,1,24001,10492,emaLabel_ACTIVPAL_2144.csv,sitting
0,1,6001,10705,emaLabel_ACTIVPAL_2144.csv,sitting
1,1,6001,10776,emaLabel_ACTIVPAL_2144.csv,walking
0.75737377103816,1,6001,10790,emaLabel_ACTIVPAL_2144.csv,walking
1,1,24001,10799,emaLabel_ACTIVPAL_2144.csv,sitting
0,1,6001,10808,emaLabel_ACTIVPAL_2144.csv,sitting
1,1,6001,9501,emaLabel_ACTIVPAL_2145.csv,walking
0,1,24001,9811,emaLabel_ACTIVPAL_2145.csv,sitting
0.639393434427595,1,6001,9827,emaLabel_ACTIVPAL_2145.csv,walking
0.670054990834861,1,6001,9881,emaLabel_ACTIVPAL_2145.csv,walking
1,1,24001,9892,emaLabel_ACTIVPAL_2145.csv,sitting
0.683719380103316,1,6001,9947,emaLabel_ACTIVPAL_2145.csv,walking
1,1,24001,9962,emaLabel_ACTIVPAL_2145.csv,sitting
1,1,24001,9999,emaLabel_ACTIVPAL_2145.csv,sitting
0.0926512247958674,1,6001,10009,emaLabel_ACTIVPAL_2145.csv,sitting
1,1,24001,10011,emaLabel_ACTIVPAL_2145.csv,sitting
0.204965839026829,1,6001,10027,emaLabel_ACTIVPAL_2145.csv,sitting
0.0154974170971505,1,6001,10306,emaLabel_ACTIVPAL_2145.csv,sitting
1,1,24001,10382,emaLabel_ACTIVPAL_2145.csv,sitting
1,1,24001,10405,emaLabel_ACTIVPAL_2145.csv,sitting
0.97925086454731,1,24001,10850,emaLabel_ACTIVPAL_2145.csv,sitting
1,1,24001,9467,emaLabel_ACTIVPAL_2146.csv,sitting
1,1,6001,9497,emaLabel_ACTIVPAL_2146.csv,running
0,1,6001,9498,emaLabel_ACTIVPAL_2146.csv,sitting
1,1,24001,9505,emaLabel_ACTIVPAL_2146.csv,sitting
1,1,24001,9668,emaLabel_ACTIVPAL_2146.csv,sitting
0.979834173576101,1,24001,9821,emaLabel_ACTIVPAL_2146.csv,sitting
0.498583569405099,1,6001,9944,emaLabel_ACTIVPAL_2146.csv,walking
0,1,6001,10026,emaLabel_ACTIVPAL_2146.csv,sitting
1,1,24001,10041,emaLabel_ACTIVPAL_2146.csv,sitting
1,1,24001,10049,emaLabel_ACTIVPAL_2146.csv,sitting
0,1,6001,10075,emaLabel_ACTIVPAL_2146.csv,sitting
0.999583350693721,1,24001,10079,emaLabel_ACTIVPAL_2146.csv,sitting
0.810198300283286,1,6001,10091,emaLabel_ACTIVPAL_2146.csv,walking
1,1,24001,10093,emaLabel_ACTIVPAL_2146.csv,sitting
0.880853191134811,1,6001,10471,emaLabel_ACTIVPAL_2146.csv,walking
1,1,24001,10485,emaLabel_ACTIVPAL_2146.csv,sitting
0.721379770038327,1,6001,10494,emaLabel_ACTIVPAL_2146.csv,walking
1,1,6001,10789,emaLabel_ACTIVPAL_2146.csv,walking
1,1,24001,10856,emaLabel_ACTIVPAL_2146.csv,sitting
0.815697383769372,1,6001,10865,emaLabel_ACTIVPAL_2146.csv,walking
0.792701216463923,1,6001,9437,emaLabel_ACTIVPAL_2147.csv,walking
1,1,6001,9450,emaLabel_ACTIVPAL_2147.csv,walking
0.701049825029162,1,6001,9485,emaLabel_ACTIVPAL_2147.csv,walking
0.96583475688513,1,24001,9488,emaLabel_ACTIVPAL_2147.csv,sitting
1,1,6001,9502,emaLabel_ACTIVPAL_2147.csv,walking
1,1,24001,9660,emaLabel_ACTIVPAL_2147.csv,sitting
0.746042326278954,1,6001,9810,emaLabel_ACTIVPAL_2147.csv,walking
1,1,6001,9876,emaLabel_ACTIVPAL_2147.csv,walking
1,1,24001,9883,emaLabel_ACTIVPAL_2147.csv,sitting
1,1,24001,9895,emaLabel_ACTIVPAL_2147.csv,sitting
1,1,6001,9898,emaLabel_ACTIVPAL_2147.csv,walking
1,1,24001,9933,emaLabel_ACTIVPAL_2147.csv,sitting
0,1,6001,9946,emaLabel_ACTIVPAL_2147.csv,sitting
0.363106148975171,1,6001,9946,emaLabel_ACTIVPAL_2147.csv,exercising
0.707548741876354,1,6001,10017,emaLabel_ACTIVPAL_2147.csv,walking
0,1,24001,10048,emaLabel_ACTIVPAL_2147.csv,walking
0,1,24001,10415,emaLabel_ACTIVPAL_2147.csv,sitting
1,1,24001,10467,emaLabel_ACTIVPAL_2147.csv,sitting
0.0969838360273288,1,6001,10487,emaLabel_ACTIVPAL_2147.csv,sitting
0.523079486752208,1,6001,10487,emaLabel_ACTIVPAL_2147.csv,exercising
1,1,24001,10730,emaLabel_ACTIVPAL_2147.csv,sitting
1,1,24001,10793,emaLabel_ACTIVPAL_2147.csv,sitting
0,1,6001,10890,emaLabel_ACTIVPAL_2147.csv,sitting
1,1,24001,10899,emaLabel_ACTIVPAL_2147.csv,sitting
1,1,24001,9899,emaLabel_ACTIVPAL_2148.csv,sitting
1,1,24001,9937,emaLabel_ACTIVPAL_2148.csv,sitting
1,1,24001,9967,emaLabel_ACTIVPAL_2148.csv,sitting
1,1,24001,10022,emaLabel_ACTIVPAL_2148.csv,sitting
1,1,24001,10035,emaLabel_ACTIVPAL_2148.csv,sitting
1,1,24001,10045,emaLabel_ACTIVPAL_2148.csv,sitting
1,1,6001,10058,emaLabel_ACTIVPAL_2148.csv,running
1,1,24001,10086,emaLabel_ACTIVPAL_2148.csv,sitting
0,1,6001,10396,emaLabel_ACTIVPAL_2148.csv,sitting
0,1,24001,10424,emaLabel_ACTIVPAL_2148.csv,standing
1,1,24001,10566,emaLabel_ACTIVPAL_2148.csv,sitting
0.863689385102483,1,6001,10735,emaLabel_ACTIVPAL_2148.csv,walking
1,1,24001,10801,emaLabel_ACTIVPAL_2148.csv,sitting
0,1,6001,10806,emaLabel_ACTIVPAL_2148.csv,sitting
0,1,6001,10818,emaLabel_ACTIVPAL_2148.csv,sitting
0.966001416607641,1,24001,10994,emaLabel_ACTIVPAL_2148.csv,sitting
0.604399266788869,1,6001,11020,emaLabel_ACTIVPAL_2148.csv,walking
1,1,24001,11033,emaLabel_ACTIVPAL_2148.csv,sitting
0.968005332444593,1,6001,9823,emaLabel_ACTIVPAL_2149.csv,running
1,1,6001,9877,emaLabel_ACTIVPAL_2149.csv,walking
1,1,6001,9890,emaLabel_ACTIVPAL_2149.csv,walking
1,1,24001,9900,emaLabel_ACTIVPAL_2149.csv,sitting
0,1,24001,9982,emaLabel_ACTIVPAL_2149.csv,sitting
0,1,6001,10002,emaLabel_ACTIVPAL_2149.csv,sitting
0.785702382936177,1,6001,10002,emaLabel_ACTIVPAL_2149.csv,cycling
1,1,24001,10008,emaLabel_ACTIVPAL_2149.csv,sitting
0.833840256655973,1,24001,10014,emaLabel_ACTIVPAL_2149.csv,sitting
1,1,24001,10042,emaLabel_ACTIVPAL_2149.csv,sitting
0.587068821863023,1,6001,10050,emaLabel_ACTIVPAL_2149.csv,walking
1,1,6001,10059,emaLabel_ACTIVPAL_2149.csv,running
1,1,24001,10074,emaLabel_ACTIVPAL_2149.csv,sitting
0.678513395275197,1,24001,10084,emaLabel_ACTIVPAL_2149.csv,sitting
1,1,6001,10090,emaLabel_ACTIVPAL_2149.csv,running
0,1,24001,10381,emaLabel_ACTIVPAL_2149.csv,sitting
1,1,24001,10407,emaLabel_ACTIVPAL_2149.csv,sitting
1,1,6001,10447,emaLabel_ACTIVPAL_2149.csv,walking
0.696883852691218,1,6001,10782,emaLabel_ACTIVPAL_2149.csv,cycling
